"activity" "subject" "subject.1" "activity.1" "TimeDomain_BodyAccelerometer-mean-X" "TimeDomain_BodyAccelerometer-mean-Y" "TimeDomain_BodyAccelerometer-mean-Z" "TimeDomain_BodyAccelerometer_StandardDeviation_X" "TimeDomain_BodyAccelerometer-correlation-X,Z" "TimeDomain_BodyAccelerometer-correlation-Y,Z" "TimeDomain_GravityAccelerometer-mean-X" "TimeDomain_GravityAccelerometer-mean-Y" "TimeDomain_GravityAccelerometer-mean-Z" "TimeDomain_GravityAccelerometer_StandardDeviation_X" "TimeDomain_GravityAccelerometer-correlation-X,Z" "TimeDomain_GravityAccelerometer-correlation-Y,Z" "TimeDomain_BodyAccelerometerJerk-mean-X" "TimeDomain_BodyAccelerometerJerk-mean-Y" "TimeDomain_BodyAccelerometerJerk-mean-Z" "TimeDomain_BodyAccelerometerJerk_StandardDeviation_X" "TimeDomain_BodyAccelerometerJerk-correlation-X,Z" "TimeDomain_BodyAccelerometerJerk-correlation-Y,Z" "TimeDomain_BodyGyroscope-mean-X" "TimeDomain_BodyGyroscope-mean-Y" "TimeDomain_BodyGyroscope-mean-Z" "TimeDomain_BodyGyroscope_StandardDeviation_X" "TimeDomain_BodyGyroscope-correlation-X,Z" "TimeDomain_BodyGyroscope-correlation-Y,Z" "TimeDomain_BodyGyroscopeJerk-mean-X" "TimeDomain_BodyGyroscopeJerk-mean-Y" "TimeDomain_BodyGyroscopeJerk-mean-Z" "TimeDomain_BodyGyroscopeJerk_StandardDeviation_X" "TimeDomain_BodyGyroscopeJerk-correlation-X,Z" "TimeDomain_BodyGyroscopeJerk-correlation-Y,Z" "TimeDomain_BodyAccelerometerMagnitude-arCoeff3" "TimeDomain_BodyAccelerometerMagnitude-arCoeff4" "TimeDomain_GravityAccelerometerMagnitude-arCoeff3" "TimeDomain_GravityAccelerometerMagnitude-arCoeff4" "TimeDomain_BodyAccelerometerJerkMagnitude-arCoeff3" "TimeDomain_BodyAccelerometerJerkMagnitude-arCoeff4" "TimeDomain_BodyGyroscopeMagnitude-arCoeff3" "TimeDomain_BodyGyroscopeMagnitude-arCoeff4" "TimeDomain_BodyGyroscopeJerkMagnitude-arCoeff3" "TimeDomain_BodyGyroscopeJerkMagnitude-arCoeff4" "FrequencyDomain_BodyAccelerometer-mean-X" "FrequencyDomain_BodyAccelerometer-mean-Y" "FrequencyDomain_BodyAccelerometer-mean-Z" "FrequencyDomain_BodyAccelerometer_StandardDeviation_X" "FrequencyDomain_BodyAccelerometer-maxInds-Y" "FrequencyDomain_BodyAccelerometer-maxInds-Z" "FrequencyDomain_BodyAccelerometer-meanFreq-X" "FrequencyDomain_BodyAccelerometer-bandsEnergy-1,24" "FrequencyDomain_BodyAccelerometer-bandsEnergy-25,48" "FrequencyDomain_BodyAccelerometerJerk-mean-X" "FrequencyDomain_BodyAccelerometerJerk-mean-Y" "FrequencyDomain_BodyAccelerometerJerk-mean-Z" "FrequencyDomain_BodyAccelerometerJerk_StandardDeviation_X" "FrequencyDomain_BodyAccelerometerJerk-maxInds-Y" "FrequencyDomain_BodyAccelerometerJerk-maxInds-Z" "FrequencyDomain_BodyAccelerometerJerk-meanFreq-X" "FrequencyDomain_BodyAccelerometerJerk-bandsEnergy-1,24" "FrequencyDomain_BodyAccelerometerJerk-bandsEnergy-25,48" "FrequencyDomain_BodyGyroscope-mean-X" "FrequencyDomain_BodyGyroscope-mean-Y" "FrequencyDomain_BodyGyroscope-mean-Z" "FrequencyDomain_BodyGyroscope_StandardDeviation_X" "FrequencyDomain_BodyGyroscope-maxInds-Y" "FrequencyDomain_BodyGyroscope-maxInds-Z" "FrequencyDomain_BodyGyroscope-meanFreq-X" "FrequencyDomain_BodyGyroscope-bandsEnergy-1,24" "FrequencyDomain_BodyGyroscope-bandsEnergy-25,48" "FrequencyDomain_BodyAccelerometerMagnitude-entropy" "FrequencyDomain_BodyAccelerometerMagnitude-skewness" "FrequencyDomain_BodyAccelerometerMagnitude-kurtosis" "FrequencyDomain_BodyBodyAccelerometerJerkMagnitude-entropy" "FrequencyDomain_BodyBodyAccelerometerJerkMagnitude-skewness" "FrequencyDomain_BodyBodyAccelerometerJerkMagnitude-kurtosis" "FrequencyDomain_BodyBodyGyroscopeMagnitude-entropy" "FrequencyDomain_BodyBodyGyroscopeMagnitude-skewness" "FrequencyDomain_BodyBodyGyroscopeMagnitude-kurtosis" "FrequencyDomain_BodyBodyGyroscopeJerkMagnitude-entropy"
"WALKING_DOWNSTAIRS" 15 15 3 0.280198851190476 -0.00563047804309524 -0.110526066428571 0.406471051190476 0.130265556062381 -0.0198285378809524 0.932302200476191 -0.167462317142857 0.0788822410992857 -0.942806478333333 -0.160179391142857 -0.0676386494285714 0.0711457160166667 0.01511589985 -0.0100212901547619 0.134593836190476 0.0966398581666667 0.154542608404762 -0.136618653071429 -0.0346755727619048 0.0711758197607143 -0.318692525928571 -0.023183227047619 -0.0556389569285714 -0.0482532079928571 -0.0495415503071429 -0.0339213064857143 -0.455980756428571 -0.267561538928571 0.0430385937619048 0.149692070854762 -0.0825382178595238 0.149692070854762 -0.0825382178595238 -0.072930822247619 -0.0363398443952381 0.11572167012619 -0.0604635492619048 0.048858171952381 -0.0565648883690476 0.235309825547619 0.167518099964286 -0.259812204547619 0.466325681428571 -0.703174600714286 -0.659340658333333 -0.445576739047619 -0.747239922380952 -0.886106490238095 0.0619687485333333 -0.0269769415214286 -0.345376541261905 0.108062740547619 -0.538095238095238 -0.278095238095238 -0.377130942619048 -0.73437071 -0.881651335 -0.22735956545 -0.402332301666667 -0.18319480152381 -0.351630000285714 -0.694316436666667 -0.70935960547619 -0.246346934452381 -0.723183349047619 -0.928470759047619 0.710127818095238 -0.424089703 -0.740475518333333 0.637026308809524 -0.0465074820857143 -0.375450095235714 0.551117332857143 -0.390107434604762 -0.709182401904762 0.38700296452381
"WALKING_UPSTAIRS" 15 15 2 0.270187595833333 -0.0287523860708333 -0.116952464895833 -0.0260971840270833 0.0545438033020833 -0.179284519270833 0.918544812291667 -0.3149610125 0.0811803405 -0.952562395625 -0.0133193803125 0.245687422958333 0.07297243298125 -0.00417361847916667 -0.00525879898958333 -0.186944664541667 0.147253086895833 -0.0632568530125 0.0903340029875 -0.154721289270833 0.0911681484547917 -0.415251317916667 -0.2749850638125 0.136850000833333 -0.144485986527083 -0.0365419164020833 -0.0767242496041667 -0.525533949791667 -0.188092583916667 0.0259585490416667 -0.0370464665958333 0.0801686673866667 -0.0370464665958333 0.0801686673866667 -0.07276878333125 -0.18154931694375 0.134478273879167 -0.01211432475 0.101324306833333 -0.385852533708333 -0.0746328434375 -0.1019354328 -0.5395910825 -0.00838243761666667 -0.76805555375 -0.919871792083333 -0.505013560208333 -0.784593540625 -0.979158180625 -0.2370530733125 -0.338102216666667 -0.714554172708333 -0.207231605488542 -0.5675 -0.471666666666667 -0.439499582708333 -0.948150257083333 -0.979893348125 -0.361096856875 -0.517025245833333 -0.485701745833333 -0.4372253275 -0.93548387 -0.90086206625 -0.284366648060417 -0.856158966041667 -0.980176735833333 0.530517023541667 -0.291010539625 -0.596285982708333 0.339653098333333 -0.341055159895833 -0.675377632291667 0.422352262291667 -0.204737039416458 -0.582738782791667 0.188148182020833
"LAYING" 16 16 6 0.274227162571429 -0.0166103510562857 -0.107310493242857 -0.973691429428571 -0.437956727371429 -0.150354015701429 -0.206783742242857 -0.0199270225714286 0.893884468571429 -0.963761977857143 -0.679026527042857 -0.0154005228857143 0.0783960268571429 0.0132805054325714 -0.00154105089764286 -0.988416723857143 0.129858551825714 -0.103662031032286 -0.0161545406857143 -0.113675060885714 0.0966210349428571 -0.977010769857143 -0.203564522142857 0.150056287071429 -0.1022095722 -0.0347735325871429 -0.0576790435142857 -0.985835459428571 0.0587331111971429 0.0781688898657143 0.0863763114828571 -0.01802155121 0.0863763114828571 -0.01802155121 -0.08540001967 -0.109713809457143 0.12800626429 -0.0574780117885714 0.0782931295328571 -0.0462085777374286 -0.980213187428571 -0.963635575142857 -0.974580069142857 -0.971409075142857 -0.983809523714286 -0.910989010814286 -0.34641362517 -0.997133929714286 -0.999564036285714 -0.988580046285714 -0.984752927142857 -0.985544945285714 -0.989287359142857 -0.285714285714286 -0.218285714285714 0.06559671734 -0.999638569428571 -0.999744742285714 -0.975892407428571 -0.976092920571429 -0.985957788 -0.977509583571429 -0.943778802 -0.875862068571429 -0.125551597817143 -0.999628491 -0.999919451857143 -0.813569306285714 -0.0463650085142857 -0.358933722531429 -0.977345582428571 -0.553806615487143 -0.815472213714286 -0.632776308571429 -0.191358404112857 -0.507059431542857 -0.869733794
"SITTING" 16 16 4 0.280768574492754 -0.0102497939956522 -0.0891404038405797 -0.986825605362319 -0.111432152478261 0.134807722843478 0.942457377971014 -0.086588253942029 0.0892682200463768 -0.980158243333333 -0.192407739614493 0.251550886478261 0.0734346720289855 0.00985642890855072 -0.0115030575052174 -0.990861134782609 0.12715130743942 -0.0436123977521739 -0.0412014042275362 -0.0574525433043478 0.0795736310463768 -0.981037373333333 -0.156094340614493 -0.123145764094203 -0.0957204520289855 -0.0450369280637681 -0.0588371273536232 -0.98958327942029 -0.180362799594203 -0.132890002326087 0.158703416867536 -0.197543624807246 0.158703416867536 -0.197543624807246 -0.0473711683985507 -0.0632690674449275 0.146267118914493 -0.0840974025956522 -0.0673075042 -0.158110374389855 -0.987043828985507 -0.961456685507246 -0.959552230434783 -0.986892418405797 -0.751690820869565 -0.894091415652174 -0.00757859632753623 -0.98662837826087 -0.999195734782609 -0.990964251304348 -0.981752167391304 -0.981178036811594 -0.991567867681159 -0.362898550724638 -0.169855072463768 0.203452532052174 -0.99911076057971 -0.999643344927536 -0.978632856956522 -0.96679600173913 -0.960058264057971 -0.982057861449275 -0.936418886956522 -0.875062469 0.138693078721014 -0.994100907536232 -0.998876123478261 -0.859947736695652 -0.449327301318841 -0.673149453333333 -0.961574499275362 -0.531727932367203 -0.803198933855072 -0.727123105869565 -0.187057645 -0.476421886701594 -0.916067217971015
"STANDING" 16 16 5 0.283497402948718 -0.0165999672935897 -0.103657729076923 -0.989076811794872 0.143898247476923 -0.0603079446153846 0.941587749358974 -0.0578867045 -0.166737468166667 -0.985359689871795 0.643905032628205 -0.136678655979487 0.0736438905641026 0.0120767950358846 -0.00476310557910256 -0.991026497435897 0.06776466735 -0.0862407783076923 -0.0299337294166667 -0.068667733 0.0867342708846154 -0.973400107564103 -0.200530714797436 0.165578672134615 -0.100107332602564 -0.0424982241410256 -0.0544335294410256 -0.987102322692308 -0.0847358842320513 0.132014668307692 0.147289219279487 -0.167227612258974 0.147289219279487 -0.167227612258974 -0.00659804742564103 -0.167553225029872 0.143082750899359 -0.0413738820897436 -0.00199230177051282 -0.196290919646154 -0.989427670897436 -0.96931401525641 -0.969999504230769 -0.989100620641026 -0.9367521365 -0.906311637179487 -0.0162371376025641 -0.995279633461538 -0.999696466923077 -0.991038638974359 -0.982425403974359 -0.986091891538462 -0.991847149615385 -0.304102564102564 -0.302051282051282 0.267452462051282 -0.99963276525641 -0.999788862948718 -0.973157351666667 -0.983594244615385 -0.98363927 -0.973926885 -0.889991728128205 -0.935455348974359 -0.117570139566667 -0.999564207307692 -0.999938346153846 -0.837592105897436 -0.305235014397436 -0.5640442076 -0.972492542820513 -0.481277359641026 -0.753186260076923 -0.717049840384615 -0.211783487991026 -0.528006484974359 -0.914403353461538
"WALKING" 16 16 1 0.276023564509804 -0.0204286929452941 -0.108804049803922 -0.404692523921569 -0.201364456835294 0.0358669439215686 0.925981326078431 -0.0668246472745098 -0.217351194313725 -0.982469595490196 0.350611703313725 -0.0579062091176471 0.0770223771764706 0.00968444678235294 0.00360803282352941 -0.396223738431373 -0.0942565419372549 0.0105580647058823 -0.0151721912792157 -0.0695955689607843 0.0818650735686274 -0.654171847058823 0.120227280205882 -0.0510257607843137 -0.110917348282353 -0.0433876843176471 -0.0532986670705882 -0.675889722745098 0.508826561568627 0.0465538712490196 -0.0369763632254902 -0.122744073620392 -0.0369763632254902 -0.122744073620392 -0.11623388123098 0.0454189072960784 0.125986717388235 -0.128136439392157 -0.000599118309803921 -0.126430140745098 -0.394790433529412 -0.321500667843137 -0.244363048235294 -0.409070488039216 -0.751633984509804 -0.710407238235294 -0.350681958176471 -0.64175235745098 -0.927034764313725 -0.44140618254902 -0.454270822156863 -0.422332394117647 -0.402884115098039 -0.419607843137255 -0.357647058823529 -0.330912145882353 -0.726193992745098 -0.937902976862745 -0.59574648627451 -0.619731930392157 -0.432885310980392 -0.673741136862745 -0.683744467960784 -0.597025019803922 -0.184031594529412 -0.796887828431373 -0.984568761176471 0.39335869254902 -0.580764892156863 -0.838408489803922 0.261284848137255 -0.237642386176471 -0.59486786372549 0.360482399411765 -0.488542242470588 -0.772715946862745 0.192442873843137
"WALKING_DOWNSTAIRS" 16 16 3 0.295586802191489 -0.0183898583787234 -0.119873705148936 0.207251997929787 -0.653582012340426 0.0854078208085106 0.917818427021277 -0.0584832676382979 -0.225382496382979 -0.957785118085106 0.204877559553192 0.0701197172212766 0.0907857064255319 -0.0148114530276596 -0.029312256293617 -0.101186926595745 -0.345637346595745 0.0903019766212766 -0.0225373369978723 -0.068264792706383 0.0835380057 -0.45418847106383 -0.0697253919574468 -0.0137367147829787 -0.103904044543617 -0.0567686629753191 -0.0612136932929787 -0.623676024255319 0.247655386212766 0.0440638936021277 -0.19836163706383 0.153932570297872 -0.19836163706383 0.153932570297872 -0.127678908859574 0.107366861702128 0.311252684042553 0.00428484903404255 0.0492839192125532 0.0405060627255319 0.0368263528276596 -0.134598352726809 -0.04769426376 0.266115492098298 -0.703546097723404 -0.697217674255319 -0.447958436170213 -0.483701961489362 -0.867071771914894 -0.155444882765957 -0.289957855489362 -0.241974080021277 -0.125682818093191 -0.431489361702128 -0.48936170212766 -0.368978400468085 -0.605138827234043 -0.879159214468085 -0.420844008625532 -0.479512983617021 -0.375000625531915 -0.470373498510638 -0.651338366595745 -0.778429934680851 -0.282624940382979 -0.843420150638298 -0.966383531702128 0.660919989787234 -0.332650575489362 -0.639939464680851 0.470311500212766 -0.00116325325531915 -0.327739816597872 0.463674268723404 -0.252068261285319 -0.588865085957447 0.347871025531915
"WALKING_UPSTAIRS" 16 16 2 0.255986102627451 -0.0143654945011765 -0.124074517745098 -0.397083831568627 -0.450482125882353 0.0239786266666667 0.826874282745098 -0.0805926025490196 -0.379059698039216 -0.948413552745098 0.387807117921569 -0.0593745968823529 0.0762526677 0.0173729333352941 0.0380533591627451 -0.521089140196078 -0.123795122014902 -0.109606673921569 0.0718408878078431 -0.0486136789705882 -0.00779288021764706 -0.508087166666667 0.0830588387647059 -0.00247381823529412 -0.140908293613922 -0.0296211298558824 -0.035416300054902 -0.707264168627451 0.0020307165372549 0.0883422566411765 -0.10281659712902 0.108418890215686 -0.10281659712902 0.108418890215686 -0.207585511294118 -0.0812591021431373 0.0133065825803922 0.0242689251419608 -0.0171339945823529 -0.217606274101961 -0.474984014705882 -0.268063812745098 -0.335853041176471 -0.369636140980392 -0.861437906862745 -0.779788839019608 -0.438031145882353 -0.606079871764706 -0.959758519019608 -0.546088862941176 -0.468605205294118 -0.565220840588235 -0.538073090196078 -0.525490196078431 -0.706666666666667 -0.332237727509804 -0.856135911176471 -0.960962462745098 -0.53239971627451 -0.642018064117647 -0.492427493529412 -0.509896031372549 -0.931688803529412 -0.937795805490196 -0.380643599411765 -0.788777676470588 -0.986585381764706 0.374739712941176 -0.309924836913725 -0.650001930588235 0.153670958333333 -0.163569814678431 -0.489624889823529 0.308789721764706 -0.237540052076471 -0.595215985980392 0.073982360927451
"LAYING" 17 17 6 0.269780085577465 -0.0168462006729577 -0.107006279704225 -0.972960567323944 -0.30399038748169 -0.632349133169014 -0.19913309 0.658792072253521 0.722657502112676 -0.961063222394366 -0.482100998704225 -0.930501588169014 0.077908974656338 0.00706867100408451 -0.000143542544507042 -0.981489017183099 0.182975489366197 -0.0343318335366197 -0.0234756467113239 -0.0944580192535211 0.111440490309859 -0.975893061830986 -0.395414988 0.202077137485141 -0.102049763957746 -0.0361961143943662 -0.0604927046338028 -0.980792372112676 0.0186079121943662 -0.0197203817507042 0.126013254784507 -0.212887948647887 0.126013254784507 -0.212887948647887 -0.0661282582112676 -0.0953849797287324 0.166453854559155 -0.247179356661972 -0.13268929263662 0.0793185139070423 -0.974359280140845 -0.954648102253521 -0.965406091549296 -0.972438525352113 -0.985915492816901 -0.976164680422535 -0.115141826580282 -0.996478906619718 -0.99958338971831 -0.98147206915493 -0.977212387746479 -0.98038005915493 -0.983213244366197 -0.210140845070423 -0.268169014084507 0.188447976580282 -0.999177777746479 -0.999621059014084 -0.971949211126761 -0.973669098591549 -0.976164852112676 -0.977203498309859 -0.789186733084507 -0.980573093380282 0.00656792310211268 -0.998715724084507 -0.999803953943662 -0.808068825352113 0.0948450789295775 -0.138472657026761 -0.936285795774648 -0.534150484889718 -0.791817144225352 -0.70655402815493 0.165431068957183 -0.0936751154647887 -0.85049966971831
"SITTING" 17 17 4 0.2773570196875 -0.014156274084375 -0.11362408509375 -0.9944439053125 0.0741615493578125 0.269356561 0.94488374765625 -0.002814673171875 -0.135803881679687 -0.99019661703125 0.30188997628125 0.663478223796875 0.075070986171875 0.0056097104915625 -0.0015544841534375 -0.99434060296875 0.22908771646875 0.0019024380171875 -0.042549159015625 -0.0669245931234375 0.0860053803375 -0.98963832578125 0.240640545978125 -0.381593809989063 -0.094247696875 -0.0411134199378125 -0.051090324421875 -0.9952559371875 -0.02878806438125 0.008914009390625 0.0999799999578125 -0.117639016239063 0.0999799999578125 -0.117639016239063 -0.059957255790625 -0.0800638896123437 0.222567781095313 -0.186410698657656 -0.0240193919390625 -0.179014370873437 -0.9939693815625 -0.96992798921875 -0.97484160453125 -0.99465731359375 -0.960416666671875 -0.88221153828125 0.0284866289765625 -0.9968158846875 -0.99962124390625 -0.99454262109375 -0.9883274196875 -0.9888280653125 -0.9946131621875 -0.214375 -0.201875 0.232009757914063 -0.9997527465625 -0.9998068134375 -0.98841106765625 -0.98879397953125 -0.98161709828125 -0.99004126046875 -0.97883064484375 -0.921336206875 0.167684958779688 -0.99928639046875 -0.99988684703125 -0.873049343515625 -0.2263515360625 -0.46380440775 -0.98664946703125 -0.58885601871875 -0.8398985615625 -0.8032723815625 -0.113635839790625 -0.40763011571875 -0.951007978125
"STANDING" 17 17 5 0.277942503333333 -0.0174120064169231 -0.111432145565 -0.991163919871795 0.277669044 0.323178732201282 0.904678547435897 -0.257486817948718 -0.202687757012821 -0.985751365769231 0.667709344025641 0.484818971589744 0.0740864955641026 0.00657853452564103 -0.00403599594166667 -0.992094005512821 0.155284512683333 0.0470920583615385 -0.0269576937130769 -0.0770632126371795 0.0880561869358974 -0.981373082948718 -0.0672583773435897 -0.342772050329487 -0.101289168653846 -0.0404518753974359 -0.0546331330897436 -0.989257196282051 -0.0317712444858974 -0.154023701428205 0.189306477883333 -0.188786588732051 0.189306477883333 -0.188786588732051 -0.0255550286358974 -0.150966019769231 0.197872098320513 -0.0676160115423077 0.0407037969576923 -0.243935074412821 -0.990927533846154 -0.97417056948718 -0.980231575769231 -0.991318528333333 -0.983760683589744 -0.929980276064103 -0.0325532545820513 -0.997644153076923 -0.999725779487179 -0.992129225769231 -0.986278342435897 -0.989563633076923 -0.992775377692308 -0.261025641025641 -0.187179487179487 0.257118196283333 -0.999787662564103 -0.999812361410256 -0.980696264102564 -0.987334041282051 -0.985954978205128 -0.981791318076923 -0.943755169230769 -0.931034483205128 -0.139034612666154 -0.999712406794872 -0.999859267948718 -0.904165310512821 -0.310013417538462 -0.569642215897436 -0.979009687692308 -0.594078766884615 -0.843893518333333 -0.780455977333333 -0.128672197230769 -0.463275013730769 -0.949882740769231
"WALKING" 17 17 1 0.272341855245902 -0.0184875403339344 -0.109792122032787 -0.31950017295082 -0.120973546477049 0.271033255213115 0.92811236852459 -0.179927382704918 -0.190265949622951 -0.980983351639344 0.265011680063115 0.0287191512573771 0.0773188580032787 0.0130098548360656 0.0243753334442623 -0.355492635409836 -0.058685739595082 0.0304379371934426 -0.00922265519180328 -0.0839773343770492 0.0757132656704918 -0.47981351295082 -0.360299042114754 0.114591349836066 -0.109959237927869 -0.0379251328622951 -0.0513807166754098 -0.431296148196721 -0.03025771636 -0.158671703336066 -0.019864180782623 -0.0368323994278689 -0.019864180782623 -0.0368323994278689 -0.164450654540984 0.0307825180639344 0.113958809167213 -0.0468879787295082 -0.218752596262295 -0.00318886504754098 -0.360991674918033 -0.0650267622126229 -0.382832802295082 -0.304806274098361 -0.784699453606557 -0.796973518360656 -0.414940955557377 -0.720966872786885 -0.961011802622951 -0.423446094590164 -0.194232721737705 -0.523427055737705 -0.343866129016393 -0.293114754098361 -0.333114754098361 -0.43680842295082 -0.804074850491803 -0.961582353770492 -0.40771670852459 -0.490166286557377 -0.398809217540984 -0.504849290819672 -0.457429930606557 -0.700395700655738 -0.102582658990164 -0.812112128360656 -0.965657490819672 0.34237464 -0.446991740491803 -0.756299793278689 0.25037506852459 0.376219464377049 0.096602355204918 0.477515244754098 -0.469978902098361 -0.747645121967213 0.343488196065574
"WALKING_DOWNSTAIRS" 17 17 3 0.29391828326087 -0.0167359404347826 -0.0892432745173913 0.187719760269565 -0.587368021956522 0.165039584617391 0.928817578043478 -0.151077057652174 -0.160962985956522 -0.950026242173913 -0.047355752326087 0.107165052391304 0.118250858006522 -0.0113826178208696 -0.00939838078195652 -0.103436471413043 -0.252615494369565 0.138534883546087 0.0677728390673913 -0.123517195928261 0.0162878745776087 -0.370436868891304 -0.112497123043478 -0.14662541026087 -0.1077700285 -0.0381702367441304 -0.0582518846641304 -0.526801825217391 0.0301062580826087 -0.360307930434783 0.00829848686956522 -0.0474094501391304 0.00829848686956522 -0.0474094501391304 0.0702377914521739 -0.0687675762565217 -0.0340016162217391 0.02725418835 -0.227942347091304 -0.0601827674645652 -0.0226239171245652 -0.130272514565217 -0.3180818605 0.258941676302174 -0.713043475652174 -0.744147155869565 -0.514562240434783 -0.674901170217391 -0.952317048695652 -0.215092049054348 -0.351268404347826 -0.498668458043478 -0.0718767032673913 -0.533913043478261 -0.466086956521739 -0.508557029565217 -0.79797704326087 -0.954348322391304 -0.316412962967391 -0.451126869347826 -0.403380386086957 -0.393194731747826 -0.629733520326087 -0.739130435 -0.279498021580435 -0.857232851304348 -0.968626145869565 0.614668588913043 -0.402157555956522 -0.715805754565217 0.423662757608696 -0.190876599869565 -0.535621781304348 0.534184908913043 -0.377710830847826 -0.685311820152174 0.369999381304348
"WALKING_UPSTAIRS" 17 17 2 0.252604768583333 -0.0228645614308333 -0.121290442104167 -0.062952754100625 -0.483815424375 0.355737783833333 0.853530565833333 -0.284153753333333 -0.298171464166667 -0.949460372291667 0.383297579472917 0.21564620025 0.07680441704375 0.03083565139375 0.00759533846458334 -0.292665827083333 -0.164786066852083 0.125513712570833 -0.0304250571395833 -0.0548455941370417 0.0560931358145833 -0.496562732729167 -0.0281202383270833 0.0416624595833333 -0.142655397660417 -0.0414496328508333 -0.0223482086545833 -0.606044344375 0.03627782970625 -0.385637547708333 -0.20342764855 0.163488092620833 -0.20342764855 0.163488092620833 0.0282705487916667 -0.0423304251802083 0.127747591020833 -0.11064561305 -0.0324223051708333 -0.09849159846875 -0.1397522212625 -0.1175197356 -0.3999234945625 -0.0355381172854167 -0.799999998958333 -0.80448717875 -0.5292345090625 -0.6808403675 -0.971785175833333 -0.360272225833333 -0.37705192875 -0.633017707916667 -0.287219038291667 -0.560833333333333 -0.706666666666667 -0.576044001875 -0.889430724583333 -0.977234446666667 -0.416223018291667 -0.521435415208333 -0.324273713333333 -0.5244683916875 -0.860215051666667 -0.931034480208333 -0.230933831489583 -0.703428267916667 -0.970813271875 0.510949875 -0.407611379 -0.732281915208333 0.296045536875 -0.427304954270833 -0.7793650575 0.448913212916667 -0.424393635375 -0.739385746458333 0.266256476395833
"LAYING" 18 18 6 0.274691576923077 -0.0173937684615385 -0.107698927907692 -0.984527649230769 -0.311437012647385 -0.17929773658 -0.220600509076923 0.719755403692308 0.605495317692308 -0.982715987538462 -0.464768364015385 -0.530808832969231 0.0749985010769231 0.0117018961415385 -0.00121344813430769 -0.985921071076923 0.0807500612153846 0.0370569439953846 -0.02517618068 -0.0837587308153846 0.0937781948153846 -0.992872598 0.239287101029077 -0.251927062707692 -0.0997154236307692 -0.0393440191846154 -0.0593135986615385 -0.996104441384615 0.012890911426 -0.205290556303077 0.281791848501538 -0.364722559584615 0.281791848501538 -0.364722559584615 -0.147154116773846 -0.0348854549030769 0.268217528016923 -0.274031460015385 -0.0817475951630769 -0.104036176726154 -0.985179972153846 -0.984909884615385 -0.988606906307692 -0.984321858307692 -0.772307692569231 -0.857988165446154 -0.0975278056098923 -0.999694718 -0.999831662153846 -0.986404709384615 -0.985865325230769 -0.989116865846154 -0.986641245846154 -0.267692307692308 -0.176615384615385 0.159761097664615 -0.999757353692308 -0.999818692153846 -0.992436927692308 -0.985611171384615 -0.984999291538462 -0.993019371692308 -0.949379652307692 -0.7835543766 0.0551564162938462 -0.999611884461538 -0.999897885538461 -0.928579966153846 -0.521407872685077 -0.744928071030769 -0.990882262923077 -0.606679164476923 -0.865426162923077 -0.764135993076923 -0.372665763193846 -0.638197096289231 -0.922929544615385
"SITTING" 18 18 4 0.27727001877193 -0.0128691279736842 -0.111904775824561 -0.994347988596491 -0.102830526164912 0.0744205317994561 0.909816469298246 0.12988647622807 0.161877417894737 -0.994043771403509 -0.351960534035088 0.217180890959649 0.076622889 0.00694560289491228 0.00278757042058246 -0.991624662105263 0.201290925598246 -0.029343063177193 -0.0333057034385965 -0.0685796341105263 0.0848140511754386 -0.991956958947368 -0.0334226222280702 -0.165325817496491 -0.0954723233684211 -0.0397125591491228 -0.0523030404789474 -0.994170190701754 -0.0527164512087719 0.058951151005614 0.204382306857895 -0.222183444280702 0.204382306857895 -0.222183444280702 -0.0884809383157895 -0.155790065514035 0.22358148574386 -0.188059264561404 -0.0204922418508772 -0.145002397469123 -0.993144920175439 -0.976538530350877 -0.982996441403509 -0.994906565789474 -0.785964911578947 -0.937921727368421 0.0512363267736842 -0.998843402105263 -0.999797262982456 -0.991924709824561 -0.983642391578947 -0.988689671578947 -0.992039060701754 -0.390877192982456 -0.184561403508772 0.234747570824561 -0.999737722105263 -0.999820234385965 -0.989961500350877 -0.988702701403509 -0.983027386491228 -0.992575399473684 -0.938879455789474 -0.883847549649123 0.113674949989474 -0.999318165263158 -0.999897083157895 -0.933717031754386 -0.528208461112281 -0.753426140982456 -0.994740029649123 -0.623126813842105 -0.860328386315789 -0.817701176315789 -0.303173466912281 -0.598946410017544 -0.965297172807018
